pop_idx,regime,rho,beta,N,T,sigma,jaccard,beta,alpha,epsilon,nr_pop,nr_ind
,partial,0.9,0.8,200.0,20.0,4.0,0.04532323232323491,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07140404040403989,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.0880303030303021,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05731313131313267,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.043848484848486975,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06699999999999959,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.04874747474747772,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08273737373737253,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05763636363636543,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.09538383838383152,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.1128383838383796,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08374747474747246,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08754545454545157,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08186868686868394,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.0508282828282856,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.040929292929295286,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.030787878787880207,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.057777777777779704,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.03818181818182007,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.09887878787878554,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06787878787878726,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.037797979797981746,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08048484848484669,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07570707070706853,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07048484848484811,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07815151515151411,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07485858585858354,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07653535353535076,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.04588888888889176,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06849494949494969,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.04364646464646733,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.054292929292931474,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05985858585858674,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.051535353535356855,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06305050505050608,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07130303030303038,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.055383838383839916,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.03403030303030457,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06877777777777756,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.0748282828282816,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06546464646464613,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.037333333333335404,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06005050505050596,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.026171717171717988,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.03596969696969904,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.09771717171716895,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.0812424242424224,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06388888888888967,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.0595050505050522,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.040424242424244666,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08819191919191605,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08532323232322948,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07076767676767627,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06677777777777796,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07559595959595812,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05375757575757815,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.04608080808081094,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.04908080808081072,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06379797979798002,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.09292929292928927,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.051989898989902875,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05000000000000245,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.08642424242424034,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.026323232323233314,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.10096969696969456,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05811111111111292,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.038232323232325206,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.05741414141414325,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07379797979797854,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.045333333333335606,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.06077777777777761,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.090262626262623,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,4.0,0.07480808080807952,0.8,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18576767676768177,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1408383838383813,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.15902020202020245,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1325252525252503,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.21816161616162366,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13582828282828147,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.15274747474747585,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.20910101010101734,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.11717171717171453,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13177777777777525,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13849494949494776,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18576767676768122,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13896969696969524,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13371717171716996,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1543636363636358,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.10219191919191783,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.23475757575757647,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.2119090909090967,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.21650505050505262,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.20327272727273252,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14546464646464582,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1994949494949535,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1510808080808067,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.10459595959595734,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1457070707070716,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13078787878787584,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.0932424242424225,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13411111111111035,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14503030303030218,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18742424242424577,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.156464646464647,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1343737373737356,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16047474747474985,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14876767676767516,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1892323232323281,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19318181818182187,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.20229292929293796,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1775454545454567,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1546161616161639,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18683838383838502,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1479999999999995,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.22212121212121616,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.17106060606061085,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.15198989898989895,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.10362626262626021,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.2543232323232318,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19147474747474805,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1955151515151536,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16834343434343538,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19192929292929622,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18493939393939599,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13580808080807935,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.17026262626262814,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.20106060606061096,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1842828282828346,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.11963636363636079,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.162232323232323,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13322222222222047,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.23302020202020335,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13750505050504924,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.07562626262626176,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19452525252526112,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1798686868686894,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13396969696969493,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1068181818181797,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.12929292929292788,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1327676767676746,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.0732222222222218,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.127404040404039,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14893939393939326,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16729292929292855,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.118707070707068,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1234141414141388,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19881818181818575,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.11910101010100796,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18044444444444735,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.12299999999999729,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.13555555555555387,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.23192929292929476,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16287878787878884,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.21385858585858938,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.19717171717172088,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1516969696969686,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1279595959595937,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1460505050505054,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16461616161616133,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.20958585858586212,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.18759595959596417,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.15795959595959566,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.21384848484848984,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.17235353535353726,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.17418181818182094,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14443434343434358,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.10508080808080654,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1508585858585839,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.10672727272727105,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.16656565656566,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.1684949494949524,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.14604040404040342,5.0,0.6,100,,
,partial,0.5,5.0,200.0,20.0,0.25,0.15030303030302913,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.13109090909090712,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19370707070707274,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14524242424242403,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18721212121212463,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2738383838383815,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1878989898989955,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1732222222222223,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16738383838384147,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14104040404040258,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.13488888888888698,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.13260606060605812,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16991919191919205,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18562626262626852,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14336363636363686,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17342424242424484,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16155555555555545,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.22003030303030635,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.22178787878787998,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.21380808080808314,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14812121212121093,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.13448484848484776,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.23348484848485213,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2055252525252546,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.09056565656565452,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1070404040404011,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1752828282828339,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16198989898989902,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1653030303030322,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1720000000000026,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2001515151515178,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18882828282828645,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.219585858585862,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1493737373737374,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18122222222222747,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.21290909090909726,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2222323232323273,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17700000000000463,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14096969696969586,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.20135353535353967,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18527272727273128,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.15755555555555556,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.25747474747474913,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16560606060606214,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19489898989899382,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.15528282828282916,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.25129292929293223,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1582828282828279,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.20966666666667133,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19088888888889233,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1914141414141471,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.21698989898990168,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18176767676768146,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.12845454545454285,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.23031313131313313,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17945454545454628,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18368686868687262,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.23172727272727556,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.16157575757575957,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2220707070707085,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1254444444444421,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.11666666666666387,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17031313131313242,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.12169696969696647,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1602525252525255,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.13891919191919183,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1653636363636376,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1246767676767653,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.15266666666666723,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14186868686868773,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19930303030303181,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.20098989898990813,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.11794949494949185,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18484848484848776,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17715151515151834,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17431313131313436,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.24068686868687073,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17451515151514993,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17298989898989878,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.24810101010101,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17891919191919978,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2196666666666703,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17743434343434647,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2108484848484879,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14803030303030185,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.10737373737373537,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19336363636364232,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17238383838384042,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.17789898989899275,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.18859595959596187,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.11263636363636076,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2156363636363645,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.19693939393939777,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.12845454545454366,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.15307070707070541,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1200606060606031,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.10665656565656344,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.1735858585858637,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.15445454545454446,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.14419191919191826,5.0,0.6,100,,
,partial,0.0,5.0,200.0,20.0,0.25,0.2176161616161678,5.0,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.023949494949495907,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.024989898989900027,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.02821212121212274,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.022818181818182667,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.014525252525252308,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.016616161616161678,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.01763636363636388,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.013040404040403618,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.019232323232323673,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.013080808080807664,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.01793939393939426,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.013787878787878498,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.017838383838384125,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.015727272727272732,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.019252525252525705,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.012868686868686446,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.02129292929292992,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.019888888888889424,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.024353535353536265,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.024262626262627308,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.026858585858587098,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.014101010101009856,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.02140404040404108,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.015424242424242363,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.01892929292929333,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.017232323232323418,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.013171717171716783,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.021030303030303663,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.021626262626263337,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.02958585858586033,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.028040404040405448,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.01709090909090927,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.026444444444445426,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.021333333333333957,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.029494949494951038,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.019787878787879333,0.8,0.6,100,,
,partial,0.9,0.8,200.0,20.0,0.25,0.0200202020202026,0.8,0.6,100,,
